Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Dick Cunningham,358,2.8,3.7,0.6,40.6,63.6,10.5,4.2
Jared Cunningham,84,2.3,0.7,0.5,34.7,30.6,67.4,40.2,6.8,0.2
William Cunningham,23,0.6,1.7,0.1,25.9,-,0.0,25.9,2.2,-0.1
Radisav Ćurčić,20,2.9,2.5,0.6,39.0,-,72.2,39.0,13.5,0.3
Armand Cure,12,0.8,-,0.0,26.7,66.7,-,0.0
Earl Cureton,674,5.4,4.7,1.0,47.3,0.0,53.8,47.3,10.4,14.4
Bill Curley,147,2.7,2.0,0.4,44.4,22.2,74.3,44.6,8.2,1.6
Fran Curran,123,4.9,-,1.2,39.5,77.4,-,9.2
Dell Curry,1083,11.7,2.4,1.8,45.7,40.2,84.3,51.3,16.0,41.5
Eddy Curry,527,12.9,5.2,0.5,54.5,100.0,64.2,54.5,15.9,21.7
JamesOn Curry,1,0.0,0.0,0.0,-,-,-,-,-,0.0
Michael Curry,667,4.5,1.6,1.2,44.7,29.8,82.5,46.3,7.5,17.8
Seth Curry,64,256,12.4,10.1,2.3,2.0,1.9,1.7,49.5,47.5,45.2,44.3,82.5,83.8,62.1,58.8,15.5,14.3,4.3,12.7
Stephen Curry,5,699,20.8,23.5,5.2,4.5,6.6,6.6,40.2,47.6,24.5,43.5,100.0,90.6,47.6,58.1,21.7,23.8,0.3,103.2
Rastko Cvetković,14,0.7,0.8,0.2,31.3,0.0,0.0,31.3,2.1,-0.1
